name,OEM,Model,Variant,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price,RTO Number
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2009,192000,Diesel,Individual,Manual,First Owner,10.0,1085193,450000,MH23PD3981
Mahindra Scorpio 1.99 S6 Plus,Mahindra,Scorpio,1.99 S6 Plus,2017,60000,Diesel,Individual,Manual,First Owner,14.0,1086616,570000,MH48EE7469
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Ecosport,1.5 DV5 MT Titanium Optional,2014,77000,Diesel,Dealer,Manual,First Owner,12.0,1087569,610000,MH46BF7908
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Innova,2.5 VX (Diesel) 7 Seater,2013,117780,Diesel,Individual,Manual,Second Owner,15.0,1089218,1000000,MH27GO6860
Honda Jazz 1.5 VX i DTEC,Honda,Jazz,1.5 VX i DTEC,2018,19571,Diesel,Dealer,Manual,First Owner,13.82,1089639,790000,MH54VS9804
Maruti Swift ZDi BSIV,Maruti,Swift,ZDi BSIV,2016,46000,Diesel,Dealer,Manual,First Owner,14.0,1089885,665000,MH69ZD7026
Maruti Ciaz ZDi,Maruti,Ciaz,ZDi,2014,90000,Diesel,Dealer,Manual,Second Owner,11.0,1090038,550000,MH71QP7919
Hyundai Verna 1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,14.0,1092324,760000,MH84VH2027
Skoda Rapid 1.5 TDI Ambition,Skoda,Rapid,1.5 TDI Ambition,2016,93000,Diesel,Individual,Manual,First Owner,11.0,1092813,700000,MH53FM6375
Maruti Baleno Delta 1.3,Maruti,Baleno,Delta 1.3,2018,15000,Diesel,Individual,Manual,First Owner,9.0,1094172,650000,MH29CO7757
Hyundai i20 Active 1.2 SX,Hyundai,i20,Active 1.2 SX,2016,26000,Petrol,Individual,Manual,First Owner,10.92,1095891,650000,MH28HY2932
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,12.0,1096095,670000,MH23OS5574
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,10.0,1097621,600000,MH44EB3696
Maruti Ignis 1.3 Delta,Maruti,Ignis,1.3 Delta,2018,26350,Diesel,Dealer,Manual,First Owner,14.0,1097672,590000,MH29LC4944
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2013,41988,Diesel,Dealer,Manual,First Owner,13.74,1097692,750000,MH53NV9524
Toyota Etios GD,Toyota,Etios,GD,2016,80000,Diesel,Individual,Manual,Second Owner,13.0,1098896,625000,MH83WM4758
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,Scorpio,VLX 2.2 mHawk Airbag BSIV,2014,58000,Diesel,Dealer,Manual,Second Owner,14.22,1099539,780000,MH39MX6038
Mahindra Scorpio EX,Mahindra,Scorpio,EX,2014,13270,Diesel,Individual,Manual,First Owner,9.42,1099994,600000,MH14FM1001
Ford Figo Aspire 1.5 Ti-VCT Titanium,Ford,Figo,Aspire 1.5 Ti-VCT Titanium,2017,44077,Petrol,Dealer,Automatic,First Owner,9.35,1100030,570000,MH75HC9669
Maruti Swift ZDi BSIV,Maruti,Swift,ZDi BSIV,2015,60000,Diesel,Individual,Manual,First Owner,12.32,1100098,575000,MH74CF3122
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2019,25000,Petrol,Individual,Manual,First Owner,13.0,1100128,550000,MH43BU7262
Maruti Swift Dzire AMT VXI,Maruti,Swift,Dzire AMT VXI,2018,13800,Petrol,Individual,Automatic,First Owner,14.0,1100723,625000,MH58RR7811
Maruti Swift Dzire ZDI,Maruti,Swift,Dzire ZDI,2015,80000,Diesel,Individual,Manual,First Owner,15.0,1101033,625000,MH59XD1185
Skoda Superb Elegance 2.0 TDI CR AT,Skoda,Superb,Elegance 2.0 TDI CR AT,2015,80000,Diesel,Individual,Automatic,Second Owner,12.56,1101088,1000000,MH69EC8765
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2015,120000,Diesel,Individual,Manual,Second Owner,15.0,1101606,1000000,MH48QI4891
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,EcoSport,1.5 TDCi Titanium BSIV,2015,100000,Diesel,Individual,Manual,Second Owner,11.0,1101869,650000,MH24OT9564
Toyota Corolla Altis Diesel D4DGL,Toyota,Corolla,Altis Diesel D4DGL,2011,120000,Diesel,Individual,Manual,First Owner,14.58,1102421,550000,MH60FU6358
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,13.0,1103158,535000,MH52TL5087
Ford EcoSport 1.5 Diesel Trend Plus BSIV,Ford,EcoSport,1.5 Diesel Trend Plus BSIV,2017,40000,Diesel,Individual,Manual,First Owner,11.07,1103170,710000,MH14VN6765
Mahindra Scorpio S2 7 Seater,Mahindra,Scorpio,S2 7 Seater,2016,161327,Diesel,Individual,Manual,First Owner,15.0,1105982,675000,MH89YL8670
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mitsubishi,Pajero,2.8 SFX BSIV Dual Tone,2011,120000,Diesel,Individual,Manual,First Owner,13.0,1106722,825000,MH25AM2842
Maruti Swift DDiS VDI,Maruti,Swift,DDiS VDI,2017,120000,Diesel,Individual,Manual,First Owner,15.0,1107058,600000,MH94WC6878
Maruti Baleno Delta 1.3,Maruti,Baleno,Delta 1.3,2017,20000,Diesel,Individual,Manual,First Owner,14.0,1109447,650000,MH24WJ2165
Chevrolet Captiva LT,Chevrolet,Captiva,LT,2009,130000,Diesel,Individual,Manual,First Owner,9.0,1109648,500000,MH45UL3267
Hyundai Verna CRDi 1.6 EX,Hyundai,Verna,CRDi 1.6 EX,2017,31707,Diesel,Individual,Manual,First Owner,15.0,1110211,799000,MH11AY2421
Volkswagen Ameo 1.5 TDI Highline,Volkswagen,Ameo,1.5 TDI Highline,2017,56000,Diesel,Dealer,Manual,First Owner,9.4,1110485,640000,MH69DH3615
Maruti S-Cross Alpha DDiS 200 SH,Maruti,S-Cross,Alpha DDiS 200 SH,2016,22000,Diesel,Dealer,Manual,First Owner,14.0,1112387,790000,MH46OL5451
Mahindra Scorpio S2 7 Seater,Mahindra,Scorpio,S2 7 Seater,2017,120000,Diesel,Individual,Manual,First Owner,14.16,1112813,750000,MH44OK1628
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,EcoSport,1.5 Diesel Titanium BSIV,2017,35000,Diesel,Individual,Manual,First Owner,10.65,1113244,925000,MH70RP5660
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Verna,1.6 SX CRDi (O),2013,29000,Diesel,Individual,Manual,First Owner,14.0,1113263,550000,MH43CZ5069
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Verna,1.6 SX CRDi (O),2014,61000,Diesel,Dealer,Manual,First Owner,9.62,1113925,675000,MH43ND5434
Maruti Ciaz ZDi Plus SHVS,Maruti,Ciaz,ZDi Plus SHVS,2017,50000,Diesel,Individual,Manual,First Owner,14.0,1114416,750000,MH31NY2588
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Polo,1.5 TDI Highline,2015,70000,Diesel,Individual,Manual,First Owner,14.0,1114526,600000,MH33XY4085
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,2017,35000,Diesel,Individual,Manual,First Owner,14.71,1114661,825000,MH36GB3377
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2018,2500,Petrol,Individual,Manual,First Owner,11.0,1115079,600000,MH92ET5710
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,i20,Asta Option 1.4 CRDi,2016,40000,Diesel,Individual,Manual,First Owner,15.0,1117100,650000,MH39VT3692
Honda City i DTEC V,Honda,City,i DTEC V,2014,74000,Diesel,Individual,Manual,Second Owner,11.67,1118501,560000,MH50QR6777
Maruti Baleno Zeta 1.2,Maruti,Baleno,Zeta 1.2,2017,25000,Petrol,Individual,Manual,First Owner,11.0,1119074,641000,MH46FL3936
Mahindra Marazzo M4,Mahindra,Marazzo,M4,2018,15000,Diesel,Individual,Manual,Second Owner,13.2,1119186,950000,MH34VZ3739
Mahindra Thar 4X4,Mahindra,Thar,4X4,2013,45766,Diesel,Individual,Manual,Second Owner,15.0,1119643,615000,MH43SE1458
Hyundai Xcent 1.2 Kappa S,Hyundai,Xcent,1.2 Kappa S,2016,25000,Petrol,Individual,Manual,First Owner,14.0,1120187,550000,MH36ZP5514
Maruti Swift Dzire ZXI Plus,Maruti,Swift,Dzire ZXI Plus,2019,15000,Petrol,Individual,Manual,First Owner,11.0,1120652,810000,MH90IG4315
Mahindra TUV 300 T8,Mahindra,TUV,300 T8,2016,40000,Diesel,Individual,Manual,First Owner,9.9,1120664,700000,MH32DS8146
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2012,53600,Diesel,Dealer,Manual,First Owner,9.79,1122347,711000,MH30RK4134
Maruti Ciaz 1.4 Delta,Maruti,Ciaz,1.4 Delta,2018,70000,Petrol,Individual,Manual,First Owner,9.43,1122702,650000,MH41QV1568
Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,Verna,VTVT 1.6 AT SX Option,2017,10000,Petrol,Individual,Automatic,First Owner,11.0,1124193,1100000,MH52QP5451
Maruti Swift Dzire LDI,Maruti,Swift,Dzire LDI,2018,80000,Diesel,Individual,Manual,First Owner,12.99,1124367,550000,MH47QU4306
Hyundai Xcent 1.2 Kappa S,Hyundai,Xcent,1.2 Kappa S,2016,25000,Petrol,Individual,Manual,First Owner,13.0,1124385,550000,MH53TA7157
Mahindra Thar CRDe AC,Mahindra,Thar,CRDe AC,2014,100000,Diesel,Individual,Manual,Second Owner,15.0,1125301,600000,MH75CF7502
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2017,90000,Diesel,Individual,Manual,First Owner,11.31,1126220,600000,MH60XH4560
Maruti Baleno Zeta 1.3,Maruti,Baleno,Zeta 1.3,2018,70000,Diesel,Individual,Manual,First Owner,15.0,1126305,750000,MH96RV5179
Honda Jazz 1.5 VX i DTEC,Honda,Jazz,1.5 VX i DTEC,2017,24585,Diesel,Dealer,Manual,Test Drive Car,14.47,1126401,700000,MH53IT7515
Ford Endeavour Titanium 4X2,Ford,Endeavour,Titanium 4X2,2011,149674,Diesel,Dealer,Manual,Second Owner,12.73,1126732,600000,MH75JJ9358
Chevrolet Cruze LTZ,Chevrolet,Cruze,LTZ,2015,3600,Diesel,Dealer,Manual,First Owner,11.31,1129865,1000000,MH65FD5577
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,Ford,EcoSport,1.5 Petrol Titanium Plus AT BSIV,2015,48238,Petrol,Trustmark Dealer,Automatic,First Owner,9.0,1129868,750000,MH98TV1069
Hyundai Creta 1.4 E Plus,Hyundai,Creta,1.4 E Plus,2018,52000,Diesel,Individual,Manual,First Owner,9.26,1130247,800000,MH61NX1603
Maruti Swift Dzire AMT ZXI,Maruti,Swift,Dzire AMT ZXI,2019,60000,Petrol,Individual,Automatic,First Owner,13.5,1131237,550000,MH41JL8709
Ford Freestyle Titanium Diesel,Ford,Freestyle,Titanium Diesel,2019,25000,Diesel,Individual,Manual,First Owner,9.0,1132113,750000,MH81BV6935
Hyundai Elantra CRDi SX,Hyundai,Elantra,CRDi SX,2014,30000,Diesel,Individual,Manual,Second Owner,9.36,1134634,650000,MH27ZC8848
Ford Figo Aspire 1.5 TDCi Titanium,Ford,Figo,Aspire 1.5 TDCi Titanium,2017,88635,Diesel,Dealer,Manual,First Owner,13.0,1134912,700000,MH13EE7922
Honda BR-V i-DTEC VX MT,Honda,BR-V,i-DTEC VX MT,2016,43377,Diesel,Dealer,Manual,First Owner,14.0,1135953,910000,MH93XA8582
Hyundai Grand i10 Nios Sportz,Hyundai,Grand,i10 Nios Sportz,2020,5000,Petrol,Individual,Manual,First Owner,14.0,1136069,600000,MH40OP6544
Renault Duster 85PS Diesel RxZ,Renault,Duster,85PS Diesel RxZ,2017,90000,Diesel,Individual,Manual,First Owner,14.24,1136322,600000,MH15EJ6553
Maruti Ertiga ZDI,Maruti,Ertiga,ZDI,2015,100000,Diesel,Individual,Manual,First Owner,11.72,1136573,716000,MH54WW5842
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,EcoSport,1.5 TDCi Titanium BSIV,2018,21394,Diesel,Dealer,Manual,First Owner,12.48,1136835,950000,MH65QJ8538
Skoda Superb LK 1.8 TSI AT,Skoda,Superb,LK 1.8 TSI AT,2012,60000,Petrol,Dealer,Automatic,First Owner,9.96,1137376,650000,MH34II9102
Maruti Swift Dzire AMT VDI,Maruti,Swift,Dzire AMT VDI,2017,25000,Diesel,Individual,Automatic,First Owner,12.0,1139108,715000,MH90PJ4321
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2006,50000,Diesel,Individual,Manual,First Owner,13.88,1139221,500000,MH69LH2114
Maruti Vitara Brezza VDi Option,Maruti,Vitara,Brezza VDi Option,2017,50000,Diesel,Individual,Manual,Second Owner,13.81,1139931,700000,MH30OE6207
Renault Duster 85PS Diesel RxL Optional,Renault,Duster,85PS Diesel RxL Optional,2013,120000,Diesel,Individual,Manual,First Owner,11.0,1141406,600000,MH66DN2392
Ford Figo Titanium,Ford,Figo,Titanium,2020,1111,Petrol,Dealer,Manual,Test Drive Car,10.15,1141984,746000,MH58ZM2490
Renault Duster 110PS Diesel RxZ,Renault,Duster,110PS Diesel RxZ,2013,120000,Diesel,Individual,Manual,First Owner,10.0,1142042,650000,MH42KQ7472
Maruti Swift Dzire VXI 1.2 BS IV,Maruti,Swift,Dzire VXI 1.2 BS IV,2018,40000,Petrol,Individual,Manual,First Owner,9.0,1142281,615000,MH18JE5510
Honda City i-DTEC V,Honda,City,i-DTEC V,2017,25000,Diesel,Individual,Manual,First Owner,13.83,1142492,1044999,MH43ZO2160
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Grand,i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,13.0,1145722,550000,MH35ZL9088
Mahindra Scorpio S4 4WD,Mahindra,Scorpio,S4 4WD,2015,60000,Diesel,Individual,Manual,First Owner,13.17,1145894,600000,MH51EK1323
Maruti Ertiga VXI,Maruti,Ertiga,VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,13.0,1146320,625000,MH95KU2478
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,10.98,1146747,670000,MH73CC6037
Mitsubishi Pajero Sport 4X4,Mitsubishi,Pajero,Sport 4X4,2012,120000,Diesel,Individual,Manual,Second Owner,14.77,1147414,1090000,MH71SX9069
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,13.39,1150173,670000,MH53XO1079
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,EcoSport,1.5 Diesel Titanium BSIV,2018,15000,Diesel,Individual,Manual,First Owner,9.0,1150177,615000,MH55GQ3545
Maruti Ertiga VXI,Maruti,Ertiga,VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,9.83,1150231,625000,MH47JS8542
Mahindra Xylo D4,Mahindra,Xylo,D4,2018,87000,Diesel,Individual,Manual,First Owner,9.0,1150615,750000,MH33CK7398
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,Toyota,Innova,2.5 Z Diesel 7 Seater BS IV,2014,97000,Diesel,Individual,Manual,Second Owner,12.0,1151377,1050000,MH73HA9283
Hyundai Verna CRDi 1.6 AT EX,Hyundai,Verna,CRDi 1.6 AT EX,2018,25000,Diesel,Individual,Automatic,Second Owner,9.0,1151623,1100000,MH23RX4696
Chevrolet Cruze LTZ,Chevrolet,Cruze,LTZ,2015,3600,Diesel,Dealer,Manual,First Owner,12.31,1151718,1000000,MH16BG7126
Mahindra XUV500 W8 4WD,Mahindra,XUV500,W8 4WD,2012,80000,Diesel,Individual,Manual,Second Owner,11.49,1155945,600000,MH56DE1012
Maruti Swift VXI,Maruti,Swift,VXI,2020,1500,Petrol,Individual,Manual,First Owner,11.35,1156018,619000,MH70HZ4204
Renault Koleos 2.0 Diesel,Renault,Koleos,2.0 Diesel,2012,80000,Diesel,Individual,Automatic,Second Owner,13.46,1156322,750000,MH75AL5983
Maruti Baleno Alpha 1.3,Maruti,Baleno,Alpha 1.3,2016,100000,Diesel,Individual,Manual,First Owner,10.0,1157585,610000,MH98OO4065
Honda WR-V i-DTEC V,Honda,WR-V,i-DTEC V,2019,60000,Diesel,Individual,Manual,First Owner,15.0,1157600,900000,MH39OL9918
Maruti Ertiga VXI,Maruti,Ertiga,VXI,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,10.06,1157690,625000,MH38AX7786
Toyota Etios Liva 1.2 VX,Toyota,Etios,Liva 1.2 VX,2017,6480,Petrol,Trustmark Dealer,Manual,First Owner,12.47,1158362,650000,MH31LC9895
Toyota Corolla Altis D-4D J,Toyota,Corolla,Altis D-4D J,2014,234000,Diesel,Individual,Manual,First Owner,13.0,1158539,715000,MH50UF5899
Maruti Ciaz VDi Plus,Maruti,Ciaz,VDi Plus,2015,97000,Diesel,Individual,Manual,Second Owner,10.82,1159215,660000,MH31WW2879
Maruti Vitara Brezza ZDi Plus,Maruti,Vitara,Brezza ZDi Plus,2016,65000,Diesel,Individual,Manual,First Owner,11.17,1160525,975000,MH17JF6686
Honda Amaze S Petrol BSIV,Honda,Amaze,S Petrol BSIV,2020,1000,Petrol,Individual,Manual,First Owner,10.0,1160916,614000,MH48NF8479
Mahindra Scorpio SLE BSIII,Mahindra,Scorpio,SLE BSIII,2009,100000,Diesel,Individual,Manual,First Owner,14.78,1161731,550000,MH64UU9152
Maruti Ertiga BSIV VXI AT,Maruti,Ertiga,BSIV VXI AT,2017,30600,Petrol,Individual,Automatic,First Owner,12.18,1162072,800000,MH76NK4166
Maruti Ciaz VXi Plus,Maruti,Ciaz,VXi Plus,2015,24000,Petrol,Dealer,Manual,First Owner,9.0,1163115,585000,MH34VF1804
Honda Jazz Select Edition,Honda,Jazz,Select Edition,2017,14000,Petrol,Dealer,Manual,First Owner,14.0,1165096,585000,MH17GL4460
Mahindra Scorpio LX,Mahindra,Scorpio,LX,2014,15000,Diesel,Individual,Manual,First Owner,10.0,1165108,800000,MH38GF3778
Mahindra XUV500 W6 2WD,Mahindra,XUV500,W6 2WD,2016,47000,Diesel,Individual,Manual,First Owner,11.51,1165248,900000,MH37XB5469
Maruti S-Cross Zeta DDiS 200 SH,Maruti,S-Cross,Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,13.83,1166527,750000,MH92GE4526
Ford Figo Aspire 1.5 TDCi Trend,Ford,Figo,Aspire 1.5 TDCi Trend,2017,30000,Diesel,Individual,Manual,First Owner,13.0,1166682,675000,MH91ZC3156
Tata Safari Storme VX Varicor 400,Tata,Safari,Storme VX Varicor 400,2018,15000,Diesel,Individual,Manual,First Owner,10.15,1166960,1085000,MH14ZY4317
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Ecosport,1.5 DV5 MT Titanium,2015,68000,Diesel,Individual,Manual,First Owner,15.0,1168867,650000,MH56XA5477
Honda City i DTEC SV,Honda,City,i DTEC SV,2014,110000,Diesel,Individual,Manual,First Owner,12.06,1169634,725000,MH61YG5287
Maruti Ciaz ZDi Plus SHVS,Maruti,Ciaz,ZDi Plus SHVS,2016,50000,Diesel,Individual,Manual,First Owner,9.0,1170671,750000,MH64NF5637
Maruti Ciaz ZDi Plus SHVS,Maruti,Ciaz,ZDi Plus SHVS,2017,51500,Diesel,Individual,Manual,Second Owner,13.0,1171207,749000,MH47DD2149
Mahindra XUV500 W6 2WD,Mahindra,XUV500,W6 2WD,2014,80000,Diesel,Individual,Manual,Second Owner,13.75,1171580,600000,MH66VH6820
Mahindra Xylo H8 ABS with Airbags,Mahindra,Xylo,H8 ABS with Airbags,2018,70000,Diesel,Individual,Manual,First Owner,12.93,1171818,1100000,MH51AT8364
Nissan Terrano XV Premium 110 PS,Nissan,Terrano,XV Premium 110 PS,2013,80000,Diesel,Individual,Manual,First Owner,11.0,1171868,750000,MH64AY2169
Honda Amaze VX Petrol BSIV,Honda,Amaze,VX Petrol BSIV,2018,39000,Petrol,Dealer,Manual,First Owner,13.0,1172594,690000,MH40TX6426
Honda City i DTEC S,Honda,City,i DTEC S,2014,90000,Diesel,Individual,Manual,Second Owner,9.11,1173147,700000,MH52KX5717
Mahindra Scorpio 1.99 S10,Mahindra,Scorpio,1.99 S10,2017,60000,Diesel,Individual,Manual,Second Owner,13.0,1174814,1000000,MH74XR3264
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda,Rapid,1.6 MPI Ambition With Alloy Wheel,2015,23000,Petrol,Individual,Manual,First Owner,10.0,1176454,640000,MH64HQ4103
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,Ford,EcoSport,1.5 Ti VCT MT Trend BSIV,2017,19014,Petrol,Dealer,Manual,First Owner,10.0,1176690,650000,MH95RX4523
Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,Polo,2015-2019 1.2 MPI Highline,2017,44000,Petrol,Dealer,Manual,First Owner,9.0,1177949,650000,MH87PH4791
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,10.0,1179414,670000,MH98IH7223
Maruti Swift Dzire LDI,Maruti,Swift,Dzire LDI,2019,5000,Diesel,Individual,Manual,First Owner,13.0,1180900,650000,MH88EC9150
Hyundai Verna 1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,14.76,1181180,760000,MH97UW2472
Honda BR-V i-VTEC S MT,Honda,BR-V,i-VTEC S MT,2018,5000,Petrol,Individual,Manual,First Owner,15.0,1182908,900000,MH47BY2939
Honda City i DTEC VX,Honda,City,i DTEC VX,2015,40000,Diesel,Individual,Manual,First Owner,12.22,1182973,785000,MH25BQ5133
Maruti S-Cross Facelift,Maruti,S-Cross,Facelift,2017,40000,Diesel,Individual,Manual,First Owner,11.0,1183096,800000,MH89ZN6027
Maruti Ertiga SHVS LDI Option,Maruti,Ertiga,SHVS LDI Option,2017,120000,Diesel,Individual,Manual,First Owner,12.66,1188338,700000,MH87LP7953
Maruti Ertiga SHVS ZDI Plus,Maruti,Ertiga,SHVS ZDI Plus,2018,50000,Diesel,Individual,Manual,First Owner,12.26,1190348,980000,MH91MA5680
Ford Figo 1.5D Titanium MT,Ford,Figo,1.5D Titanium MT,2017,35122,Diesel,Dealer,Manual,First Owner,14.0,1190474,600000,MH35XR2235
Ford Freestyle Titanium Plus Diesel,Ford,Freestyle,Titanium Plus Diesel,2019,1001,Diesel,Dealer,Manual,First Owner,9.43,1191109,750000,MH71BO9898
Maruti Ertiga ZXI,Maruti,Ertiga,ZXI,2014,13250,Petrol,Dealer,Manual,First Owner,14.78,1193270,635000,MH58GI7015
Hyundai Verna 1.6 VTVT S,Hyundai,Verna,1.6 VTVT S,2015,35000,Petrol,Individual,Manual,First Owner,13.0,1194210,600000,MH88ZF8953
Maruti Ertiga SHVS ZDI Plus,Maruti,Ertiga,SHVS ZDI Plus,2017,60000,Diesel,Individual,Manual,Second Owner,9.0,1195128,1000000,MH62JM9683
Mahindra XUV500 W8 4WD,Mahindra,XUV500,W8 4WD,2012,71042,Diesel,Dealer,Manual,First Owner,9.0,1197576,650000,MH11ML2251
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Tata,Nexon,1.2 Revotron XZ Plus Dual Tone,2017,15000,Petrol,Individual,Manual,First Owner,10.32,1198428,750000,MH83BY9863
Hyundai Elite i20 Sportz Plus BSIV,Hyundai,Elite,i20 Sportz Plus BSIV,2019,10000,Petrol,Individual,Manual,First Owner,14.0,1199934,721000,MH88GQ3841
Renault Triber RXT BSIV,Renault,Triber,RXT BSIV,2019,10300,Petrol,Individual,Manual,First Owner,15.0,1200926,600000,MH22DK9004
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2017,34400,Diesel,Dealer,Manual,First Owner,10.0,1202575,611000,MH16CN6831
Tata New Safari 4X2,Tata,New,Safari 4X2,2007,80000,Petrol,Individual,Manual,Second Owner,14.0,1202705,550000,MH16CL3003
Hyundai i20 1.4 Sportz,Hyundai,i20,1.4 Sportz,2017,84000,Diesel,Dealer,Manual,First Owner,11.34,1204011,655000,MH28UG1685
Mahindra Xylo D4,Mahindra,Xylo,D4,2017,80000,Diesel,Individual,Manual,First Owner,11.0,1204287,750000,MH19KP7835
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2015,58000,Diesel,Individual,Manual,First Owner,9.0,1206045,650000,MH38GE4427
Maruti Ertiga SHVS VDI,Maruti,Ertiga,SHVS VDI,2017,60000,Diesel,Individual,Manual,First Owner,13.0,1206227,720000,MH75YD6008
Ford Figo Titanium,Ford,Figo,Titanium,2020,101,Petrol,Dealer,Manual,Test Drive Car,14.24,1206250,635000,MH95SQ8925
Ford Ecosport 1.5 Diesel Titanium,Ford,Ecosport,1.5 Diesel Titanium,2020,101,Diesel,Dealer,Manual,Test Drive Car,9.34,1208119,1000000,MH15FH4352
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2015,70000,Diesel,Individual,Manual,First Owner,9.26,1210470,750000,MH44VH5533
Maruti Ertiga SHVS VDI,Maruti,Ertiga,SHVS VDI,2016,60000,Diesel,Individual,Manual,First Owner,13.0,1211049,650000,MH31CD3123
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2019,35000,Diesel,Individual,Manual,First Owner,15.0,1211070,650000,MH20LQ8412
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2017,80362,Diesel,Individual,Manual,First Owner,13.0,1211114,600000,MH20UZ4912
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2013,75000,Diesel,Individual,Manual,First Owner,10.16,1212286,925000,MH97FN7871
Maruti Vitara Brezza VDi,Maruti,Vitara,Brezza VDi,2016,39503,Diesel,Dealer,Manual,First Owner,10.0,1212375,699000,MH23GH9794
Hyundai Verna CRDi 1.6 EX,Hyundai,Verna,CRDi 1.6 EX,2018,24000,Diesel,Individual,Manual,First Owner,9.0,1212616,900000,MH87WV2736
Honda City V MT,Honda,City,V MT,2012,10000,Petrol,Individual,Manual,First Owner,10.0,1212842,700000,MH20FG4942
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2014,70000,Diesel,Individual,Manual,First Owner,11.0,1213163,1050000,MH40ZL1611
Maruti Ciaz ZDi SHVS,Maruti,Ciaz,ZDi SHVS,2015,77000,Diesel,Individual,Manual,First Owner,11.0,1214223,700000,MH84DR1343
Maruti Baleno Alpha 1.2,Maruti,Baleno,Alpha 1.2,2017,52000,Petrol,Dealer,Manual,First Owner,9.51,1214275,625000,MH57BC2922
Maruti Swift ZXI BSIV,Maruti,Swift,ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,10.0,1214382,670000,MH79JU7993
